genes,WTvsMu_lfc,IRvsMock_lfc,Interaction_lfc
Pde11a,-0.101552653,0.212363795,1.633537089
Ttc30a1,-0.128309951,1.199741019,-0.584748162
Ttc30b,-0.345533755,-0.480128414,0.149894306
Mrpl23-ps1,-0.197767585,1.425234324,-0.390242925
Wipf1,-0.057085097,-0.477944829,-0.277979063
Carns1,-0.225943545,-0.981448383,0.537925313
H60b,-0.053338129,-1.282862879,0.808801458
Gm13597,-0.335385644,-1.687940006,1.291732708
Zbtb2,-0.29294616,0.938017014,-0.682235072
Smim6,0.110164766,-0.267568612,-0.255874825
Olfr288,-0.138989358,-1.508216917,1.161793838
Dnlz,-0.15188386,1.328463452,-0.602321409
Alg10b,-0.029282835,0.925592222,-0.726327987
Aarsd1,-0.096314064,1.436716623,-0.771967258
Nrbp2,-0.440609752,0.154618839,1.048823141
Nynrin,-0.280671889,0.027449683,0.455763987
Zfp652,0.001778864,-0.171340202,-0.199025341
Smok3c,-1.472993185,1.243603109,5.916610914
Smok3a,0.806529565,0.083259324,1.708365234
Slurp2,-1.078339416,3.688378612,0.584188203
Gpx4,-0.087735248,-1.004915655,0.325203098
Ywhaq,0.003629953,1.299433728,-1.014529988
Acsf2,0.400164741,-1.628597284,0.209239136
Ass1,0.362757735,0.242862999,2.996870262
Trbj1-5,0.290590648,0.866974433,-0.050280529
Trbj1-6,0.501927152,-0.091014419,0.98474899
Trbc2,-0.170383119,-0.256094611,0.079499821
Trbv31,-0.354648742,-0.793999436,3.528973324
Igkv2-137,0.130408691,0.184885684,-0.205876676
Igkv17-127,0.223102821,0.432268944,0.808977704
Igkv9-123,1.187499852,0.197674597,0.899029914
Igkv2-112,0.313979588,0.410381723,0.253440132
Igkv16-104,0.872504407,0.334522332,-0.251377233
Igkv15-103,0.021358658,0.19436137,1.277515064
Igkv1-99,-0.813940014,0.357248514,0.694567576
Igkv11-106,-0.036449403,-0.495610717,-0.23458949
Igkv12-89,0.93734744,0.887195538,0.193686785
Igkv4-86,0.829258155,0.39793929,-0.390655817
Igkv13-84,0.609108631,0.568680347,-1.189722354
Igkv4-81,-0.205508093,-0.5497575,-0.194387929
Igkv4-80,-0.304952159,-0.945810735,0.233179123
Igkv4-79,-0.118709324,0.267824977,-0.534584989
Igkv4-72,0.58016617,0.378585704,-0.209698307
Igkv4-69,-0.093716534,0.677635027,-0.72944012
Igkv4-68,0.789826724,0.193818271,-0.557202999
Igkv4-63,0.479232382,-0.042390189,-0.234575867
Igkv4-61,0.274041129,-0.103890115,1.753804308
Igkv4-57,0.560275107,0.121956769,-0.088893014
Igkv4-83,-0.602031426,-0.113347813,-1.058619191
Igkv4-50,1.794515063,-0.094967814,-1.606920115
Igkv5-39,2.76935513,0.444662625,1.336504841
Igkv12-38,0.779003829,0.026737366,-0.640920373
Igkv5-37,0.428461161,-0.131198857,0.343684861
Igkv7-33,-0.040117489,0.188539189,-0.055214589
Igkv6-32,0.268957114,0.217236194,0.147401066
Igkv6-29,-0.615029295,-1.045452964,0.21441611
Igkv8-27,0.317513522,0.30294226,0.277186159
Igkv8-24,0.34095951,0.560000229,0.25143877
Igkv3-10,0.571742386,-0.042418178,-0.464823387
Igkj2,0.184108278,0.054285746,0.155101851
Igkj3,-0.338777714,-0.132157285,-0.331263706
Igkj4,-0.016230537,-0.017935491,-0.167785413
Igkj5,0.078580552,0.115996844,0.481264556
Igkc,0.736485506,0.282386295,-0.012487153
Ighg2c,2.168475616,0.006129951,0.48284279
Ighg2b,2.900269988,-0.119195696,0.674966256
Ighg1,3.672327116,0.840729626,-0.774770504
Ighg3,1.220937112,-0.10253364,0.733340684
Ighm,0.527453221,0.159202787,-0.071447501
Ighj3,0.15223776,-0.958191842,1.239686459
Ighj2,0.487695129,-0.332760658,0.924233943
Ighj1,0.607230548,-0.057540321,0.571512505
Ighv2-6-8,0.913784758,0.229705966,-1.053470464
Ighv7-3,0.783926573,0.37036693,0.144312719
Ighv4-1,1.223642532,0.446622464,-0.087832292
Ighv7-1,-0.376449577,0.437832551,-0.386789548
Ighv14-4,-0.241042941,-0.113374536,-0.124082916
Ighv3-5,1.71599507,0.424453625,-0.114158587
Ighv3-6,0.728909839,0.861341828,-0.551019032
Ighv3-8,0.806079358,-0.139862797,-0.434611084
Ighv12-3,0.174868753,0.265269372,-0.257606984
Ighv6-3,0.54062488,-0.17112752,0.656050404
Ighv6-6,0.998325658,0.116338732,0.129525228
Ighv1-18,0.573115362,0.095622606,-0.021808515
Ighv1-47,0.996157967,0.150680087,-1.292064364
Ighv1-49,0.095441541,-0.059889107,-0.936136653
Trgc1,-0.422537956,0.188677332,0.378991891
Traj12,0.126083335,0.16258876,1.230433857
Iglv1,0.322040782,0.425591776,-0.903448186
Iglc2,-0.109291415,0.150777503,-0.442401269
Iglv3,-0.223566052,-0.031570418,-0.209575082
Rps12l1,-0.604040346,1.247199429,0.435935626
Rpl23a-ps3,1.760766555,1.551031865,1.795545987
Gm2399,0.783411976,-0.96706578,0.211753855
Capns2,-0.020779396,-1.228484205,0.359780595
Psme2b,0.091105864,0.382036465,-0.655294185
Gm12184,1.770729955,1.182088206,1.077740306
Lenep,3.564669987,4.889811384,0.330853354
Gm20900,-0.339612524,0.07071815,-0.268767993
Gm15610,-0.906277044,-0.613871103,0.648006967
Chml,-0.225685955,0.370140879,-0.820910119
Gm12854,-0.257642564,0.786482985,-0.861391069
Hmga1b,0.287288918,1.73663649,0.756563636
Gm2606,-0.411077602,-1.324422231,1.535389214
AW011738,0.81518675,0.027248697,-0.476071821
Smim1,0.301744781,0.879330488,-1.078682027
Mos,1.632663559,4.332569981,-1.425413155
Gm4294,-1.283307927,1.283118481,0.916953174
Ctdsp2,-0.121117071,-2.571336813,0.829271168
AU041133,-0.146694853,0.009668281,-0.338254484
Smim24,-0.255677411,-1.80304973,0.819525034
Raet1d,-0.50087523,1.284262181,0.276690034
Zfp268,0.097299183,0.302121371,-0.643541433
Nkain1,-0.454759631,3.920067507,-0.817846978
Bnip3,-0.159913673,-0.304776261,-0.658302548
1110065P20Rik,-0.207913347,1.343776853,-0.592265989
Ccdc24,0.082609465,2.573999627,-0.615025136
Gvin2,0.676412449,-0.490742234,-0.883025796
Gm5901,-4.21943625,-3.949375626,10.66363784
Trim30c,0.326169857,-1.201220653,-0.042588451
Marchf10,-3.050746505,-2.780685325,8.745871939
Lrrc37a,-1.129709627,-0.378176805,5.241056178
Gm7336,-0.174423393,0.01120846,0.149750817
Gm17546,0.070238114,-1.106280707,0.735829593
Aoc2,0.045744749,1.99747653,-0.547095616
Psme3,-0.125490744,1.848803149,-0.814731756
Cisd3,-0.031226234,-1.187886309,-0.233870387
Tomm5,-0.155654606,2.093591958,-1.393215848
Gm12394,-1.280565808,0.084105691,2.186938895
Haus5,-0.140865987,-0.425030169,0.26527053
Rad54b,0.4186899,1.501357986,-1.210837787
Zfp59,-0.171389671,1.429285848,-0.917038004
Gm5150,0.408455706,-0.079987627,-0.225419771
Gm9733,0.605868048,0.370712991,-0.591386089
Rbis,-0.142115115,1.701745541,-0.773924988
Dph1,0.162661047,2.001943538,-0.807684815
Dact3,-0.672303633,0.433764677,6.572698523
Ceacam15,2.349272052,0.148416423,1.818813331
Eif5a,0.094320824,2.381084561,-1.024740611
Prkcg,-0.587895972,-1.426413622,0.628996446
Gm10999,0.433632087,-0.32774034,0.718204314
H2aw,-0.130976496,-0.486160967,0.513815591
Gm14322,-0.43517609,-0.398813724,0.328592206
Gm14418,0.149953192,0.675983794,-0.81898496
Gm14434,-0.624616729,1.938823631,0.703220041
Gm2026,-0.333273295,0.094805023,-0.599069386
Gm14288,2.376246652,8.502613314,-2.736065357
Gm4724,-0.02442661,1.143907528,-0.469778926
Gm14440,-0.088250504,0.048330692,-0.667873575
Fam186b,-0.523249745,1.368152106,2.405281935
Gm11011,-0.246381838,-0.620701329,0.516365105
Ifi47,-0.049510651,0.955651854,-1.288631461
Tgtp2,0.52054254,-0.153487109,-1.16794043
Pdf,-0.092786099,1.256781447,-0.785258948
1700025C18Rik,0.237287859,3.149179113,0.910675669
Ak6,-0.278312882,1.265886764,-0.775089804
Naip6,0.124029462,-0.867594808,0.330676049
Naip2,0.259419902,-0.420891482,0.084325152
Gm11027,-0.09166587,-0.092448534,2.111174503
Zfp456,-0.195111581,0.503784162,1.880711813
Samd1,0.036901361,1.922371977,-1.891715255
Gm14147,0.988126319,1.968271582,1.485650431
Gm14139,0.548907471,1.4764453,-2.358622101
Serpina3i,0.249354674,-0.53283927,-0.114082861
Ifi27l2a,-0.440004565,-1.111258894,0.655954019
Ly6c1,-0.216560159,1.132484522,1.113643462
Gm21961,0.03961769,-0.655007915,1.225327841
Gsdmc,-0.976789073,3.05924325,1.824804645
Mef2b,0.637228282,1.913253688,2.109288249
Alkbh1,-0.131445748,1.82443904,-0.52650008
Prnp,0.567088568,-0.234846168,0.019742358
Fastkd5,-0.151965397,1.360056542,-0.820646722
Gm11042,-0.287972648,-0.466571008,1.259154204
Hmgn2-ps1,1.261516303,1.91585964,-0.798184348
Slc28a2b,-0.018455221,-0.683824946,0.252120011
Gm3086,-0.133353885,-0.153707327,0.151825286
Ccdc82,0.095070275,-0.746854356,0.029025909
Tgm7,0.512237889,0.717804297,2.466252489
Prps1l3,0.023875478,1.422546639,-0.837449265
Gm8818,0.028490063,-1.138867622,2.529862822
Gm4204,5.362005949,0.224170523,0.817797959
C030005K15Rik,-0.413288472,-0.213680089,-0.45553259
Psme2,-0.061706351,2.234225035,-0.679918064
Gm6565,-0.215031797,1.003951366,-0.791840692
Gm9531,-0.228684646,2.382557979,-0.727053581
Clec7a,-0.697415952,-0.683461747,0.870303914
Klrb1,-0.153473927,-1.6668724,4.747719374
Lemd1,0.058204178,0.194816214,1.206847526
Ifit1bl1,-0.266961991,-1.466160841,-0.921024565
C1s2,0.807967815,-1.196170414,4.306768493
Gm9006,0.068549676,-0.800076095,4.013083552
Gm43302,-0.443605039,-0.374109827,0.413724306
Gm8334,1.491318216,2.445773161,3.549872348
Gm3443,0.040346862,-1.560980843,1.382014956
Gm3298,1.427592614,1.928048188,-0.511097738
Gm11110,0.054057055,-0.020649393,-0.768093699
Cntf,-0.155182787,1.159650557,-0.873574788
St6galnac4,0.018410459,1.85333669,-0.543702726
B3gnt7,0.206363571,1.42011296,0.513077349
Prdm12,0.800441875,1.0781113,0.635045209
Utp14b,0.164109613,1.323301058,-1.24508495
Znrd2,-0.220640678,2.140426355,-0.895062218
Phyhd1,0.001900142,-0.538838094,0.27553773
Apoo,0.178910629,1.599017581,0.362013313
Tmsb10,-0.128258485,0.184152391,-0.466094064
Igkv13-85,1.787813666,0.314175036,-0.652760233
Igkv13-87,-0.275966758,1.507288059,-0.7971007
Kifc1,0.479119801,-0.08599965,3.138519027
Marchf2,-0.407403849,-0.488368216,0.297330821
Hoxa3,-0.674524647,-0.360170768,1.66249629
Pglyrp2,0.17757704,-0.308333503,-0.089261915
Rbpj-ps3,3.456332402,5.083028256,-2.396188702
C1qtnf5,-0.428873186,1.069821249,0.507639649
NA,2.385301959,1.207785312,3.16000507
Rhox4f,0.090548689,-0.582946629,0.312217979
Rhox4c,-0.270533041,-0.955712113,-0.38693156
Rhox4a,-0.549171818,-0.475786876,1.053818491
Rpl39,-0.026647311,0.05878063,-0.664211216
Fam71f2,-0.062443478,2.026770769,0.572375527
Rab26,-0.038560391,1.87146206,-0.475853665
Tmem243,-0.174165298,0.007198536,-0.273329367
Fdx2,-0.070763995,1.820303264,-0.408679361
Zglp1,0.299733265,3.069071506,-1.475387294
Dynlt2a1,-0.230844722,0.904231518,0.958903218
Dynlt2a2,0.487122732,1.431442663,0.485126671
Xlr4a,-0.027351993,0.526745276,-0.36421529
Klra4,-0.194093248,-0.184535721,0.900468468
Klra1,-0.808900135,-1.156606193,0.855192738
Gm10698,0.150053384,1.698167234,-1.150192755
Gm16073,0.208892531,0.303459665,-0.252223157
Cox5b-ps,-0.010030876,-0.128763189,-1.14494795
Gm5566,0.032446821,2.014988276,-1.146904052
Gm5915,-0.25248108,-0.713335297,0.188098723
Gm14448,-1.177874184,0.452758537,1.707165325
Gm12340,0.462266557,-0.441022991,-0.213632347
H2bu1-ps,-0.047736802,-0.453992287,0.052900018
Gm16077,-0.263040912,-0.787299248,0.921628122
Gm12543,0.06994421,-0.76446667,0.927867937
Gm6368,0.5432523,2.720002136,-1.430363839
Gm12174,-0.223776017,0.83381557,-1.392350556
Gm8250,-0.033525669,-0.722304715,0.510156429
Gm9159,0.249443473,-0.540716091,-0.276334568
Gm9385,0.469149747,1.01271346,-0.415166454
Rpl30-ps3,-0.037020118,0.80327239,-0.41299776
Gm7332,1.862678886,1.910144009,0.057170642
Rpl22-ps1,-0.267457511,-0.003763569,-0.335199872
Rpl10-ps6,-0.272065837,-0.653733234,0.312847831
Ndufa12-ps,-0.533500998,0.177832608,0.179340441
Gm14567,-0.40478419,0.417541457,-0.222722748
Ywhaq-ps3,0.143547031,1.42003078,0.122188714
Gm12269,0.052311537,-0.909544465,-0.701901194
Gm12463,0.012817521,1.314151684,-0.933715477
Gm15925,-0.676202915,-1.206618781,1.115779773
Got2-ps1,-0.149898616,-0.832113521,0.558554906
Gm9208,-0.213880281,-0.701999721,-0.129084746
Gm16056,2.032805188,2.848560384,19.49667106
Gm16128,-0.450450802,-1.036265481,0.635189203
Gm11490,-0.550115638,-1.333341493,1.046198433
Gm13772,4.814031808,7.856215877,-2.471788821
H2ac5-ps,-0.623897805,-0.865932346,0.081695946
Gm12846,0.124340812,-1.519432505,1.339905208
Gm15427,-0.083974619,-0.370878403,1.256064083
Gm6305,0.485303684,2.458589037,-1.705005894
H3c15,0.722263198,-0.181896934,-0.976649683
Rps15a-ps7,-0.020109086,1.178441214,4.230843598
Rpl19-ps11,-1.004638727,-0.420635563,2.590843906
Gm5913,0.821752803,3.023203359,-1.45923283
Gm15784,-0.247692742,1.270605592,-0.674979174
BC022960,-0.403495127,-0.877461588,0.991560812
Gm12922,0.095216359,1.004426511,-0.548327694
H3f3a-ps2,-1.182686997,0.097248421,1.335804649
Gm13136,-1.43693479,0.698954884,0.862359475
Gm11271,1.570617067,4.056416297,-0.639278617
Gm13858,0.89591786,-1.763372959,4.913766359
Gm6964,-0.397437431,-0.457481764,-0.928505722
Rpl35a-ps2,-0.206549604,-0.277916416,4.109747692
Gm4297,0.012937402,-1.071375483,2.222977007
Gm14760,0.639433718,1.377323628,-1.035842926
Gm16089,1.14518789,0.329377724,1.505849272
Gm13574,-0.125415787,-1.191016293,0.972196825
Gm13529,-0.013773311,-0.805416912,-0.234396447
Gm15554,-0.373526963,-0.701233419,-0.091716283
Gm12112,-0.341493217,0.270242119,0.708619043
Ap2m1-ps,-0.268213559,0.216958402,-1.202881702
Rpl7-ps9,-0.36903736,0.805497487,-0.453272403
Gm13673,-0.741139483,1.221177327,1.52594391
Gm12397,0.150690259,1.483908166,-0.980046846
Gm16071,0.342199613,-0.302450066,2.314113306
Gm14303,-9.85764674,-0.159851689,11.53188154
Gm13818,0.437832684,-0.219584927,-0.531367637
Gm15011,0.205762448,-0.612813036,0.106750825
Gm14686,0.582337538,0.97384171,1.327672364
Rps13-ps4,0.027616172,0.782291086,-0.808258864
Gm12752,0.815354401,0.003580952,1.591921999
Rps6-ps4,0.672291476,0.71291423,0.340665341
Gm6161,5.133287263,8.432327687,-6.14719277
Gm12734,-0.391336871,-0.16900794,-0.032722391
Pou5f1-rs13,0.303823955,-0.334331229,-0.2581556
Gm4853,-0.72125106,-0.851454473,0.910571783
Gm12338,-0.031931096,1.001017924,-0.452414503
Gm15368,1.295414209,1.132090106,-0.074485783
Gm9311,-0.311108236,-0.906140865,0.547733651
Gm11623,-0.11122777,-4.259455498,4.476556805
Gm12924,-0.772821897,-1.881099947,0.170675494
Slc48a1,0.404612607,-0.808326403,0.283292817
Gm12411,-0.961749554,-0.793904515,0.929197862
Gm9218,1.327419667,1.429279207,0.288421513
Gm12490,0.208314729,-1.497657746,-1.078775836
Gm11841,1.378693609,2.49453169,-0.701599403
Gm14681,-0.064667459,3.578678888,1.415801307
Gm11518,0.175332789,0.81906215,-1.960758465
Gm9436,0.093999528,2.168480128,-2.529058975
Gm13351,-0.231367991,-0.797287412,0.195271247
Gm14633,-0.447060257,0.703236639,-0.382515034
Gm5937,0.399457192,1.13593561,-1.486698068
Rplp0-ps1,-1.18243337,1.132133458,0.834106496
Gm15530,-0.354993195,-3.083322652,2.468204934
Gm11787,0.178242657,-1.242031846,0.52256726
Gm15922,-0.290657634,-1.511698663,0.71899151
Gm13167,5.843185558,0.224180389,-1.522700499
Gm11874,-0.136809839,-0.133698695,-0.938703726
Rps2-ps13,0.464160389,1.474475189,-0.546778111
Rpsa-ps5,-0.372907558,-0.073378068,-0.143544956
Rps11-ps3,0.492305165,2.646631048,0.072828309
Gm12391,0.949744905,1.004939099,0.947537691
Gm15931,0.31978345,-0.588736296,0.59431478
Gm13785,0.068121347,-1.321107387,1.059196454
Hmgb1-ps2,0.815043674,1.847988125,-0.903284159
Sms-ps,-0.365539147,1.591641019,-1.127479739
Gm15152,0.067130561,-0.797704074,-0.040450797
Gm13991,-0.570842355,-0.394042821,3.342779002
Gm5898,-0.407111558,1.219307084,1.981187314
Gm8662,-0.535148928,0.001979925,0.500785376
Gm8152,0.869120072,-1.185788322,0.473435489
Gm12713,-0.062367484,-0.836728921,0.414506442
Rpl17-ps5,0.33481628,-0.363456366,1.36746322
Gm12039,-0.261064707,-1.22087927,0.547501289
Gm14752,-0.346273048,-0.34983648,2.43777712
Rpl17-ps10,-0.16160402,0.118161439,-0.326785809
Gm15536,2.486032634,3.610177463,19.39839729
Gm9078,0.10352963,0.737764947,1.449321513
Gm12435,0.09781278,0.543732617,1.435211385
Gm11620,-0.409610164,1.559084034,1.019174305
Gm14017,3.736565982,4.339868875,-2.203341439
Rps8-ps3,-0.017536057,-0.874448029,1.090836087
Dnajb3,0.07175918,0.962703392,1.240342519
Gm13859,0.893332414,0.190863418,3.974145753
Gm13461,-0.367343894,1.54505848,1.27842373
Gm13216,-0.132523559,-0.367566081,-0.328280943
Pgam1-ps2,-1.097857011,0.441209534,0.000930452
H3f3c,-0.862482543,-0.231279946,-0.564303604
Rpl17-ps8,0.61161063,1.769821577,2.440083439
Ywhaq-ps2,1.250681292,1.312059776,-0.249399903
Gm9246,0.078468846,-0.827700719,1.268998241
Gm13230,0.017216652,1.487214285,-1.238975436
Gm12138,0.606745005,2.309903853,-1.850717789
Gm12013,0.295719415,1.115925718,4.079954216
Slfn14,1.387502373,0.304140393,-1.765540171
Gm15320,-1.544840873,-2.013069317,2.673836374
Gm14445,0.227470768,0.819491535,-1.643695057
Gm13577,1.677555642,3.26398233,0.630880546
Gm11824,-0.577264502,0.38591564,0.172486674
Gm12266,-0.006391379,-1.125762283,0.79881006
Gm13002,-0.260988117,-0.709564788,0.483499439
Gm7091,0.11625433,1.074869366,-0.589697555
Gm12230,0.689295154,-0.826302126,0.741011498
Gm12403,0.245538929,-1.201931063,0.334265274
Gm13641,-0.350395418,-0.760933437,0.638591216
Rpl5-ps1,0.015045208,1.144668236,-0.928146833
Gm15763,-0.179828169,-1.533532075,1.162527381
Gm6506,0.867901907,-0.010689186,0.957358894
Gm6292,3.414641756,2.212323016,-1.418974015
Gm7429,-0.064424411,-0.832171966,0.125347176
Gm15807,-0.117891232,0.512841528,2.294165651
Gm12870,0.040032403,-0.865212752,0.557225145
Gm15333,-0.097712932,-1.46899877,0.352195219
Gm14791,-0.039949047,-1.108223619,2.627394091
Gm16523,-0.126664472,-0.869252691,0.493545049
Actr3-ps,-0.466089767,0.196693245,-0.439995785
Gm14253,0.501341546,1.165156575,1.058180741
Gm13921,0.588824637,-1.554233643,0.350498972
Gm14287,-0.764839314,-0.297323664,2.771190985
Gm12363,-0.416322226,-1.228536642,0.619968971
Gm12928,3.111670896,4.073149899,-2.0309113
Gm14970,0.192747143,1.635417204,1.497233928
Gm15148,-0.419920226,1.042487582,2.008987345
Gm13171,0.343308378,-0.191357193,-0.484300367
Gm11231,-0.108588085,-0.368787703,3.523535307
Gm9025,-0.348710444,-1.434691295,1.475252777
Gm11688,-0.382684999,0.223570633,-0.308092157
Gm15765,-0.271885024,-0.659313548,-0.49092976
Gm7206,-1.20207572,-0.959318207,0.393651265
Gm11687,-0.325912596,0.924993901,-0.598312731
Gm12937,-0.053215721,-0.969856422,0.605041113
Gm12229,0.154061018,-0.931325674,0.822725595
Gm12902,-0.182962706,-0.367202037,-0.175662779
Gm12168,-0.317469587,1.071850316,0.106927172
Gm15580,0.572536965,1.662308876,-1.758160813
Gm15711,-0.358410969,-2.445134663,0.506297694
Gm15387,0.193696428,1.361340913,-1.452517708
Gm14227,0.009904187,-0.703124926,0.049870663
Gm8482,1.337618548,-0.015985458,3.755789716
Gm13239,0.013089497,-2.290771989,5.253333147
Gm14834,-0.379685481,-1.281193051,0.411416051
Gm15779,-0.053718433,-1.593380588,-0.159324951
Gm15897,-0.393568204,-2.327220201,1.101113319
Gm15516,-2.076071275,1.247217097,5.525950542
Gm12774,0.057491161,0.036507765,-0.758646527
Gm12961,-0.256571664,-2.275080715,0.67225206
Dynlt1-ps1,-0.353869646,-0.473093495,1.151483095
Gm15190,-0.176987276,0.292558243,0.186276724
Gm14416,-0.139771455,0.304326425,-0.728732536
Gm11424,1.953818105,1.769314978,2.543222572
Gm12366,0.714692346,0.299271823,-0.544188592
Gm14411,-0.393777403,0.442560798,0.09045977
1700064H15Rik,-0.227041027,1.191377939,-0.624930554
Gm4875,0.472197574,4.102782687,0.2574602
Gm12176,-0.431889353,1.230347636,0.331128057
Gm16106,-0.676285597,-1.033317882,3.046533369
Gm15780,-0.141721997,-1.636351698,0.256294113
Gm12591,-0.231298725,0.710177701,-0.502957373
Gm14519,0.128217267,-0.298689284,1.422584788
Gm11362,0.100857958,0.721915511,1.290849713
Gm14745,0.554982618,0.279907011,1.976042836
Gm15367,0.155517464,-1.773080032,0.16191234
Gm5844,-0.554726212,2.694879688,-1.506381107
Rps8-ps5,0.355112581,0.531064278,-0.497355654
Gm13736,-0.209042809,0.618135121,-0.238194407
Gm8770,1.367565389,1.861023263,2.201179794
Gm13864,-0.070528471,0.576369583,-1.043402829
Gm13135,-0.281537956,1.56457258,0.427524295
Gm8172,-0.347171146,0.235702759,-0.137040484
Gm12785,-0.225427119,-1.679499826,0.684352921
Gm13586,-0.189146031,0.067516787,-0.477253291
Gm7658,-0.071120058,1.528869261,0.544596313
Gm2810,-0.001217186,-0.416341687,1.660547923
Gm11540,-0.047917825,-1.393278941,1.373337416
Gm12507,0.305657552,-0.054699418,1.201565426
Naip3,0.768404708,-0.768864733,0.394465391
Gm6754,-0.176117276,-0.689526015,1.190176314
Olfr1274,0.675551536,5.193143626,0.147778675
Gm11389,-0.171038158,-0.620008611,0.477949318
Fam220a,-0.715905162,0.308847732,-0.336266811
Gm12978,0.13829847,-0.254725382,-0.459886667
Gm9083,-0.023721966,-0.830404579,0.244841864
Gm13433,-0.068890172,-0.00162829,-0.252747457
Gm16100,-0.175615563,-0.454276938,-0.022654577
Gm14140,-0.624125073,1.334483169,0.369770006
