genes,Raditation_LFC,Radiation_FDR
Gm9078,1.449321513,0.57241295
Gm12435,1.435211385,0.235972254
Gm11620,1.019174305,0.623843138
Gm14017,-2.203341439,NA
Rps8-ps3,1.090836087,0.398875262
Dnajb3,1.240342519,0.39947687
Gm13859,3.974145753,0.114883214
Gm13461,1.27842373,NA
Gm13216,-0.328280943,0.802153043
Pgam1-ps2,0.000930452,NA
H3f3c,-0.564303604,0.732202052
Rpl17-ps8,2.440083439,NA
Ywhaq-ps2,-0.249399903,0.93154094
Gm9246,1.268998241,0.398875262
Gm13230,-1.238975436,0.391834633
Gm12138,-1.850717789,0.466964294
Gm12013,4.079954216,NA
Slfn14,-1.765540171,0.439194311
Gm15320,2.673836374,0.11867988
Gm14445,-1.643695057,0.341512764
Gm13577,0.630880546,0.869303557
Gm11824,0.172486674,0.944246852
Gm12266,0.79881006,0.390271147
Gm13002,0.483499439,0.337612649
Gm7091,-0.589697555,0.803784777
Gm12230,0.741011498,0.438191993
Gm12403,0.334265274,0.749980788
Gm13641,0.638591216,0.73394016
Rpl5-ps1,-0.928146833,0.562180403
Gm15763,1.162527381,0.446882848
Gm6506,0.957358894,0.693930889
Gm6292,-1.418974015,NA
Gm7429,0.125347176,0.958819084
Gm15807,2.294165651,0.090292405
Gm12870,0.557225145,0.54284984
Gm15333,0.352195219,0.75573924
Gm14791,2.627394091,0.021466896
Gm16523,0.493545049,0.309793822
Actr3-ps,-0.439995785,0.75573924
Gm14253,1.058180741,0.361414213
Gm13921,0.350498972,0.880279018
Gm14287,2.771190985,0.688532835
Gm12363,0.619968971,0.384245551
Gm12928,-2.0309113,0.7457428
Gm14970,1.497233928,0.73326371
Gm15148,2.008987345,NA
Gm13171,-0.484300367,0.761275985
Gm11231,3.523535307,0.042679271
Gm9025,1.475252777,0.086997372
Gm11688,-0.308092157,0.626711096
Gm15765,-0.49092976,0.466475211
Gm7206,0.393651265,0.92021928
Gm11687,-0.598312731,0.779188653
Gm12937,0.605041113,0.786041477
Gm12229,0.822725595,0.131706942
Gm12902,-0.175662779,0.892364133
Gm12168,0.106927172,0.941067506
Gm15580,-1.758160813,0.068604309
Gm15711,0.506297694,0.563797512
Gm15387,-1.452517708,0.000518529
Gm14227,0.049870663,0.960797904
Gm8482,3.755789716,0.001242632
Gm13239,5.253333147,NA
Gm14834,0.411416051,0.654433275
Gm15779,-0.159324951,0.922962434
Gm15897,1.101113319,0.02698832
Gm15516,5.525950542,NA
Gm12774,-0.758646527,0.164948395
Gm12961,0.67225206,0.635227593
Dynlt1-ps1,1.151483095,0.72881735
Gm15190,0.186276724,0.947754019
Gm14416,-0.728732536,0.44181313
Gm11424,2.543222572,0.390271147
Gm12366,-0.544188592,0.608677794
Gm14411,0.09045977,0.957995965
1700064H15Rik,-0.624930554,0.647762818
Gm4875,0.2574602,NA
Gm12176,0.331128057,0.809914318
Gm16106,3.046533369,0.00156257
Gm15780,0.256294113,0.746287111
Gm12591,-0.502957373,0.796363315
Gm14519,1.422584788,0.167918974
Gm11362,1.290849713,0.283593148
Gm14745,1.976042836,0.340859458
Gm15367,0.16191234,0.909138775
Gm5844,-1.506381107,0.314468839
Rps8-ps5,-0.497355654,0.815057788
Gm13736,-0.238194407,0.869303557
Gm8770,2.201179794,0.541481184
Gm13864,-1.043402829,0.324517344
Gm13135,0.427524295,0.906698084
Gm8172,-0.137040484,0.958819084
Gm12785,0.684352921,0.573790633
Gm13586,-0.477253291,0.689380187
Gm7658,0.544596313,0.624848736
Gm2810,1.660547923,0.049712784
Gm11540,1.373337416,0.296579609
Gm12507,1.201565426,0.398080097
Naip3,0.394465391,0.781736186
Gm6754,1.190176314,0.370300306
Olfr1274,0.147778675,NA
Gm11389,0.477949318,0.598475647
Fam220a,-0.336266811,0.691130347
Gm12978,-0.459886667,0.776965338
Gm9083,0.244841864,0.783254087
Gm13433,-0.252747457,0.804756357
Gm16100,-0.022654577,0.990590289
Gm14140,0.369770006,0.885112202
Gm12191,-0.063450055,0.994014637
Gm11408,0.468342202,0.853479515
Gm15382,0.09479266,0.921061475
Gm11249,-1.338870756,0.30531987
Gm14494,-0.223840678,0.815433887
Gm5303,0.555046849,NA
Gm14421,-0.732455498,0.264056363
Gm6341,-0.009137682,0.990644671
Gm11852,7.592125915,NA
Gm11427,-0.357035353,0.311059259
Gm11344,-0.402043341,0.64621246
Vmn1r-ps97,1.935321048,0.127243927
Gm12693,-0.983987959,0.109052667
Gm11805,0.371337627,0.531684405
Gm9432,2.097464563,0.340577539
Gm14869,0.752573759,0.326989255
Gm11410,1.174227972,0.432154819
Gm13246,1.942486746,0.303325838
Gm13453,1.013224208,0.773831986
Gm15180,-1.703759037,0.340689785
Gm7816,-0.401160796,0.917527713
Ctsf,0.436696529,0.571974227
Idi1-ps1,-3.081742478,0.018792024
AA414768,0.673334171,0.564812285
Gm15185,3.41145029,0.003202234
Gm11539,-0.856165481,0.746827952
Llph-ps2,0.096643378,0.895489366
Gm12895,3.358393592,0.007152201
Ndufb4c,-0.764543524,0.066980706
Gm6335,-3.209290989,0.109289527
Gm15542,-1.86245262,0.005663162
Gm5466,1.113532391,0.100308504
Gm15725,-0.910518324,0.261721023
Gm14300,1.074842318,0.012878588
Rpl35a-ps4,4.109747692,0.294697479
Gm13437,-1.29238325,0.576477373
Gm15824,0.378889816,0.516535217
Gm13207,-0.67698764,0.508266563
Gm7541,0.144982546,0.922429184
Gm12749,0.552796455,0.468635428
Gm12466,0.020881447,0.991901442
Gm12035,-0.226469661,0.892963817
Gm12896,3.358393592,0.007152201
Gm15885,0.312301942,0.868891745
Gm14741,1.403041909,0.276840673
Gm9200,0.267916397,NA
Oaz2-ps,0.921736311,0.578138776
Gm12795,0.572192743,0.777560804
Gm4459,-2.262201643,0.588951855
Gm15602,2.365114397,0.001851565
Gm13148,-0.002708233,0.999450004
Gm14086,0.074141048,0.932177529
Gm6829,1.416455008,0.763230665
Kpna2-ps,-2.37688635,0.443508388
Gm15154,-0.195901188,0.860014589
Gm2986,-0.531430378,0.507743601
Gm13592,-2.494383939,NA
Gm13123,4.704632013,NA
Gm13854,4.098423865,8.57E-25
Gm13543,0.345877995,0.664248006
Gm7803,-0.116741358,0.960677784
Gm15988,3.554571313,0.00040338
Gm13394,-0.019859074,0.997109602
Gm7180,0.873117874,0.682719245
Gm6092,2.077863874,0.006668978
Gm15712,1.609303838,0.013077715
Gm13477,-0.364066488,0.412733028
Gm13886,1.771872128,0.268817234
Gm13213,1.397431478,0.280436827
Gm12093,3.174327273,0.302733271
Gm10600,1.643835047,0.300518834
Gm11483,-0.281910878,0.78957563
Gm13786,0.337123261,0.662482835
Gm12527,-0.336202028,0.794764201
Gm9003,1.354570587,0.408868108
Gm13302,0.219681801,NA
Gm7416,2.228058145,0.073742281
Gm5934,1.754336156,0.138314079
Gm12079,0.530427766,0.740217824
Gm12941,-1.458237087,0.041031047
Vmn1r-ps135,-0.112970897,0.963324961
Gm13252,0.368847766,0.818342135
Gm6136,1.788302242,0.300583103
Gm14277,0.066996724,0.98131085
Gm14915,0.604152409,NA
Gm15644,0.711051987,NA
Gm12696,-0.386152567,0.593027361
Gm16420,1.148822814,0.436161918
Gm13508,0.832010698,0.687722874
Gm11926,0.377202284,0.832057084
Gm14388,-0.081303646,0.95324521
Gm11975,0.291394464,0.753741718
Gm15421,0.983906371,0.241874382
Rpl36a-ps4,3.461776732,0.028993326
Gm14914,1.459051514,0.147128911
Gm13535,0.510171039,0.545713622
Rps15a-ps3,0.836546078,0.691603285
Tpt1-ps3,1.055394697,0.104441033
Rpl3-ps1,0.149508187,0.958312041
Gm15452,-0.36716985,0.817603256
2610024D14Rik,0.293407452,0.802345173
Gm13370,1.227308964,0.637073757
Gm5526,2.181928814,0.112850624
Gm16274,0.394031834,0.796363315
Gm10241,0.230876878,0.92950507
Tmem240,-1.131774764,0.046514789
Gm1980,-1.686737505,0.578369463
Ccdc85c,-1.349547953,0.087933774
Hba-ps4,-0.343821222,0.766935356
Gm14349,5.702437405,NA
Gm13857,5.685798994,0.015134285
Crocc2,0.436444272,0.841841757
Gm16260,0.972254709,0.706738048
BC021767,2.105971983,0.387468373
A730046J19Rik,1.449769649,0.565517223
Gm12254,-2.445244243,0.137085254
Gm16305,0.024356916,0.980903221
Gm16363,-0.701595463,0.845021034
Gm13767,4.264770583,NA
Meiosin,-0.18260435,0.953358823
Gm11346,0.949834579,0.073802942
Tdg-ps2,-1.02550571,0.711718953
Gm15163,0.413183332,0.880038029
Gm13092,-0.900245904,0.168470702
Rpl30-ps9,3.687548894,0.247989417
Zfp703,2.031838156,3.24E-06
Gm15899,-0.501218209,0.809684902
Gm15258,4.174981448,0.423548493
AW822252,2.041038167,0.01319594
Wipf3,1.08122017,0.413479607
4930563I02Rik,-2.421917978,NA
Gm16060,-0.449720028,0.798652424
Nbdy,-0.147005878,0.862869274
E130218I03Rik,-0.572759899,0.489813287
Gvin-ps1,0.125402273,0.922429184
Cd101,1.08046684,0.2685846
Btbd18,-0.127687841,0.861399106
Gm13194,-0.030733947,0.983986417
Gm11560,-0.729116673,0.769377679
Gm15432,8.152287669,NA
Gm13835,-1.065661992,0.170870739
Gm12248,-0.861605059,0.437159
Rtl10,2.37069365,5.81E-06
Gm12103,-0.234809338,0.832343801
Gm6706,-0.047446962,NA
Gm13570,0.759904224,0.359317414
1700073E17Rik,2.235755263,0.000493187
Gm13147,-0.574076499,0.491367653
Btf3-ps2,-0.975824047,0.493334061
Gm16254,-0.413099041,NA
Tmem170b,-0.367226882,0.255401675
Gm15517,0.21249324,0.958312041
Gm15501,1.74822472,0.121223282
Gm7023,5.261900476,NA
Gm14389,-0.18383722,0.853995345
Gm13414,10.90783678,NA
Ighe,-1.945396121,0.499474362
Gm13493,-1.521935286,0.284548009
Gm9727,1.140528987,0.545713622
Nat8b-ps,-1.289331449,0.407021463
Gm16353,0.012281486,0.986921469
Mia,-0.383478575,0.843018208
Gm14057,-0.900155078,0.578121808
Tnfsf13,0.336904788,0.763123116
Bcl2l2,0.096274221,0.802153043
Nat8f7,-0.842878612,0.701517626
Gm2541,-1.338466255,0.587364754
Cbx6,-0.687111813,0.139810208
Cd300ld5,-0.55718771,0.875142433
Clec2f,2.161631197,4.97E-05
Gm8428,0.261221325,0.760446971
Gm20431,-0.924216648,0.741550185
Ier5l,4.878316436,1.24E-12
Tmsb15b1,0.801154617,0.476155765
Gm16574,2.313775723,0.22591844
Gm16270,0.613936903,0.764942239
Gm10171,-1.325644346,0.046486186
Gm7162,1.838070296,0.278403464
Gm2962,0.207926578,0.73830629
Umad1,-0.152506958,0.776103315
Gm44503,8.311347822,0.302540933
Gm8113,0.162044118,0.525671476
Bcl2a1b,-0.309671191,0.609239577
Pira2,0.04668653,0.94910881
Ugt1a5,1.329577199,0.588951855
Pakap,-0.078708954,0.935342539
Zfp968-ps,-0.711274135,0.334062582
Gm16165,0.937829335,0.621332146
Ugt1a1,1.366453605,0.60588516
Gm16550,1.158124536,0.741550185
Gm2389,-0.036432043,0.989123278
Crb1-ps,2.060120522,0.126230555
Tmsb15b2,6.571254776,0.006256943
Gm6485,3.861968379,0.184973728
Gm16125,-0.37114259,0.572880196
Gimap1,-0.098959536,0.789854444
Galnt4,-0.189213916,0.63401528
Gm16167,0.163434569,0.851375305
Nwd2,4.180601695,NA
1110002E22Rik,2.176192123,0.552434536
Lime1,-0.540907513,0.485517656
Cmc4,-0.246416947,0.771170517
Gm8185,0.027405603,0.990644671
Ugt1a7c,1.056197003,0.320489437
BC035044,0.77624497,0.005403621
Fbxw10,0.995570536,0.03636898
Gm52951,-0.150915136,0.936258725
Trim34b,0.121778602,0.837630454
Pcp4,-0.95388356,0.21191659
Gm11559,0.22375687,0.771228648
Cfb,-0.747879652,0.212453491
Bloc1s1,-0.253348995,0.647961677
Mettl23,-0.500736642,0.22531448
Mndal,-0.332892436,0.31547589
Adh6-ps1,2.985498293,0.236449025
Gm6158,0.679911815,0.811318668
4930523C07Rik,-0.116485902,0.684556168
Gm17402,1.651912964,0.191281936
Gm17271,-1.513146764,0.392357066
Sfta2,0.977794651,0.66818087
NA,0.020408704,0.983124776
Snrpe,-0.781813227,0.136131995
Gm17169,-0.156416304,0.897450419
Gm17571,1.111409132,0.225521193
Gm5611,-0.024698836,0.99183939
Tex9,1.246635434,0.000328924
Gm8126,2.153518459,NA
NA,-2.848969178,0.412733028
Zfp493,-1.065247301,0.004040341
Gm17213,0.454279336,0.651512064
1700092M07Rik,-0.601199823,0.541481184
Heatr4,-1.378713578,0.428080392
Hspa1b,-2.187333023,0.266125452
Phf11,0.085093515,0.892891174
Ccdc71l,-0.666825781,0.085632075
Lrrc32,0.264183461,0.816702049
Gm17655,-0.628463019,0.170261044
Gm20458,0.213297852,0.858346529
Vmn2r69,1.85518466,0.135354347
D630036H23Rik,-0.07793538,0.971538313
Gm10722,7.1520738,0.025850444
Gm17538,0.189267535,0.892490633
Rpl6l,-0.31892196,0.899236651
NA,2.273947698,0.269291856
Ccdc152,0.397986956,0.866346161
Gm17181,5.595165603,NA
Gm17020,1.406898086,0.630783705
Serpine3,-0.304214773,0.771228648
Gm17545,0.656804422,0.765131169
Gm2619,0.482097569,0.53792257
Gm20390,-0.552466481,0.413776957
Speer4e,5.325764563,NA
Gm1818,-0.939755101,0.291179125
Spata31d1b,3.80620481,NA
Gm5415,1.297453264,0.25438196
Col6a5,1.575670824,NA
Gm17711,-11.64072754,NA
Olfr443-ps1,1.896710757,0.251509179
Gm17084,-0.528195641,0.494882415
Gm10039,-0.095719588,NA
Vmn2r97,0.424131199,0.835070413
Mpc1-ps,0.996184169,0.44649472
Gm17194,0.502948418,0.602664787
Gm6548,-0.114520648,0.792013453
H60c,0.72424282,0.080414523
Phf11b,-0.506900609,0.298170087
Apol11b,-1.481321233,0.662482835
Sec14l5,3.322822491,0.010459229
Gm17126,6.455042095,NA
Gm17541,0.493179791,0.578885926
Yy2,-0.566392146,0.366122692
Gm3208,5.425303334,NA
Sco2,-0.927808855,0.180037672
Igkv1-115,-1.227505031,0.54586235
Gm4707,0.169871575,0.771132458
Gm8251,-0.89803065,0.148740271
Gm3851,-0.65859446,0.76127014
Ube2d2a,-0.449798119,0.262195949
Tnnc1,1.965199712,0.014324024
Gm6460,2.009251503,NA
Gm2564,2.985037146,NA
Hspa1a,-1.985212923,0.204122546
Gm17072,-0.139510079,0.905442521
Myh15,0.856064688,0.745855269
Gbp11,-0.446628445,0.865609938
Gm9027,-1.403412595,0.355377559
Peg10,-0.671595899,0.646919199
Gm2244,0.044135911,0.984939025
Vmn2r85,-0.480209407,0.87749794
Gm4540,0.554995633,0.813704358
Dynlt1a,-0.00624195,0.992416286
Olfr101,1.085104841,0.432752333
Gm17528,9.537983812,NA
Gm5819,1.406134345,0.457472218
Fancf,-0.445908568,0.516405828
Gm20432,0.05831616,0.967842045
Dnaaf4,0.157955765,0.911625009
Gm19345,0.513563662,0.497347843
Gm20519,-0.02811897,0.983986417
Gm8752,0.188121587,0.893236883
Cdk3,0.102356959,0.9430502
Galnt2l,0.98774682,0.638897427
Olfr754-ps1,-0.413730546,0.63026991
Hspe1-ps3,0.640852572,0.647762818
Gm20430,2.201374363,0.270068027
Gm20479,4.096169095,0.251026479
Gm19203,2.507038072,0.023462581
Gm18343,0.704237982,0.647762818
Gm20547,1.528883342,NA
Fam71e2,4.11228232,NA
Nlrp1c-ps,0.983377312,0.579622413
Pagr1b,-0.375712774,0.882456559
Gm8750,-1.211947378,0.660785631
Serpinb10,0.319529578,0.846949828
Btnl6,0.071224649,0.953358823
Gm20689,1.266584644,0.363869682
Gm6061,-1.297765699,0.704507818
Gm18588,0.290781577,0.84632106
Gm20702,0.402647351,0.774138902
Gm20708,-0.07269377,0.92793856
Gm20691,1.4814963,0.701517626
Gm18367,3.390977216,0.080538678
Gm20683,-0.91555165,0.276618379
Gm21970,1.423842107,NA
Gm20612,-0.749848987,0.242948657
H3c14,-0.61424377,0.653079716
Gm20648,-0.887215232,0.318232483
Gm8355,0.152428511,NA
Asmt,-2.969762775,NA
Gm6900,-0.196061382,0.941067506
Ighv3-1,-0.482848509,0.687983204
Lrit3,1.124334274,0.789854444
Gsdmcl2,0.654210702,0.605836269
Ighv1-53,0.79359802,0.634079647
Ighv1-76,-0.109730737,0.93550874
Tomm20,-0.815675345,0.035721533
Obox4-ps28,9.804030301,0.27801708
Hmgcs1,-2.014966769,5.99E-09
Evi2b,-0.082373053,0.855071857
Gm16867,0.032966364,0.967416101
Ighv1-34,-0.512717517,0.706719575
Gm21909,-1.069337635,0.60588516
Gm2237,-0.223996459,0.707474452
Igkv4-59,-0.282665431,0.69636039
Gm21762,-1.514127174,0.454390542
Ighv3-3,-0.530205454,0.578192653
Ighv1-36,-0.545804948,0.735376504
Ccl21d,5.543320301,NA
Ighv1-80,0.842187778,0.70846842
Gm4767,-1.449894308,0.021971494
Ighv1-61,-0.340059746,0.88220435
Gm8494,-0.29858583,0.844976861
Gm21885,-0.105993563,0.927876692
Ighv9-2,-1.369897798,0.322224098
Gm8922,0.260128463,NA
NA,-1.703177657,0.074214966
Igkv3-12,0.369896171,0.856203508
Gm3233,5.319031333,NA
Rpl31-ps9,0.275316361,0.951893981
Ighv1-74,1.113900703,0.558309108
G530012D18Rik,5.200382586,0.015554828
Ighv5-15,-0.251562695,0.845846207
Ighv6-4,0.530176629,0.815057788
Ighv5-16,-0.435758725,0.81267706
H2ac23,2.678796732,0.124810673
Gm14536,4.385941302,NA
Igkv4-62,-0.160027341,0.937776883
Igkv4-78,-0.73017807,0.483718836
Ighv9-4,0.088334109,0.93550874
Gm10045,0.240992911,0.875825595
H2bc13,-0.902663972,0.273765299
Igkv14-126,0.095823508,0.93884894
Gm8783,1.03319744,0.427332634
Gm3788,2.677698607,0.57513881
Gm38394,-0.179368125,0.715072637
Igkv10-96,-0.335646494,0.716372764
Gm21969,3.829856232,2.53E-08
Gm6344,-5.356901082,0.077418979
Purb,-0.681718068,0.092041509
Gm21958,0.052036136,0.959723364
Igkv1-133,-0.439732612,0.654402839
Vmn1r-ps73,1.273880682,0.559554334
Ighv1-69,0.569007577,0.761484946
Ighv8-6,0.921813611,0.477617944
Ighv14-1,-0.621443093,0.633337358
NA,0.968393855,0.563187925
Gm21451,-0.456292076,0.66818087
Ighv11-1,-0.758625522,0.649603098
Ighv1-26,-0.173176652,0.867107929
Pramel39,5.154417556,NA
Ighv1-22,-0.469351175,0.588951855
Gm15027,4.385941302,NA
Gm10251,2.558479878,0.253276144
Fsbp,-0.138726315,0.882683276
Gm3055,-5.491460804,0.215220917
Gm10182,-0.346397034,0.789308528
Gal3st2,-0.800786105,0.741696767
Ighv1-42,1.540178525,0.417202896
Rpl35a-ps6,4.109747692,0.294697479
Gm6902,-0.197206943,0.819681516
Ccl21a,2.464312139,0.241261415
Ighv1-81,-0.56908465,0.634853375
Gm10359,20.58128518,NA
H2ac24,-1.055667171,0.093618137
Gm14403,-1.115208802,0.238422513
Ighv1-54,-0.187939911,0.877805471
BC147527,-0.91761351,0.070736867
Igkv6-15,0.351737917,0.650465193
NA,-0.154889881,0.959998798
Muc3a,1.344370973,0.229371391
Ighv1-56,1.135342687,0.651512064
Zfp131,-0.750111978,0.01089661
Gm9726,0.699968717,0.716012039
Gm15093,2.984039816,NA
Ighv5-6,-0.838852133,0.460282925
Eif4a3l1,0.195051895,0.859080516
Igkv4-51,0.095209789,0.90728783
Igkv12-41,-0.825924832,0.166216673
Sirpb1b,0.206779264,0.832072855
Gm36079,3.295050302,0.053698784
1700001J03Rik,-0.139889014,0.944246852
Gm13146,-0.429078286,0.830235543
E030018B13Rik,0.58612863,0.30787542
AF067061,-1.889903932,0.000575396
Igha,0.25093618,0.797094556
Gm13285,2.961429693,0.000401234
Edaradd,-0.275627791,0.620080109
Ighv1-82,-0.242912405,0.78698858
Ighv1-39,0.198185611,0.912100378
Gm10718,7.169014912,0.014797153
Gm20939,-0.711373196,0.155160707
Ighv1-59,-0.233111193,0.850949385
Ighv1-52,-0.480195307,0.675191712
Ighv5-9-1,1.830298035,NA
H2bc15,-0.790707155,0.26628002
NA,7.099032692,0.011349461
Gm21119,-3.159232923,0.197594349
Gm906,5.697393408,NA
Gm12573,-0.197747505,0.762146295
Igkv3-9,-1.233200526,0.574935985
Igkv3-2,-0.773532806,0.47911114
Gm21860,-0.87140263,0.545713622
Rps2-ps6,-0.426421025,0.886390588
Ighv5-12,-0.071076011,0.965539841
Fignl2,0.608123815,0.788066826
Ighv1-4,0.403519142,0.771228648
Entpd4,-0.22686339,0.449822658
D13Ertd608e,-1.660926814,0.054095294
Gm10243,4.109747692,0.294697479
Gm10719,7.308077254,0.009786762
Erdr1,-0.660196412,0.509911373
Gm20474,4.448312537,NA
Ighv2-9-1,-0.052712544,0.980057555
Noc2l,-0.74348456,0.002683663
Ighv5-17,-0.198014852,0.90728783
Ighv1-55,0.188633207,0.848200891
Gm21188,-0.434879995,NA
Ighv5-4,-0.040647482,0.984628284
Ighv14-3,-0.925231904,0.183050884
Gvin-ps3,0.420008228,0.634538028
Gm8935,-1.564952456,0.134829407
Gm2310,3.092344481,0.144557878
Gm10662,0.694831706,0.39947687
Rnaset2a,-0.088458376,0.902069694
Gm8221,-0.931914695,0.495212028
Igkv4-53,-0.245526679,0.746574957
Ighv1-20,1.048561864,0.545713622
Igkv14-111,-0.730047816,0.412733028
Sirpb1a,0.024766646,0.981690449
Igkv6-17,-0.647769061,0.283112858
Gm5451,-0.357818986,0.882683276
Ighv1-43,0.28747157,0.87780828
Gm13237,-0.313141951,0.733530253
Ighv2-4,0.378324509,0.794954476
Gm10717,7.282992013,0.012099402
Nim1k,-0.24741176,0.830286025
Gm12671,20.58128518,NA
Gm3183,5.408232341,NA
Gm5891,0.694831706,0.39947687
Gm21060,-1.020298229,0.371968792
Gm16513,5.333490168,NA
Ighv1-75,-0.605375309,0.422173264
Odaph,-0.04326906,0.983185809
Gm21698,5.635964578,NA
Syne1,0.637847365,0.028556369
Ighv1-72,1.022185082,0.578192653
Ighv1-62-2,-0.057975491,0.959635107
Ighv11-2,0.458760045,0.633693711
Dnah7a,0.925263647,0.509137437
B020004C17Rik,-0.728635618,0.539673185
Ighv1-85,-0.896714013,0.449896032
Gm9242,0.866914292,NA
Gm8055,0.687777802,0.850949385
Gm21761,-0.024090301,0.977777392
Cmtm4,-0.809686712,0.086778116
Gm10715,7.346668119,0.035763709
H1f0,0.462401389,0.588951855
Gm2916,0.4929774,0.542660867
Gm21874,6.023291769,NA
NA,2.05713209,0.412733028
NA,-0.692047122,0.79099722
Dynlt1b,0.148145486,0.915396064
4930467E23Rik,3.045083741,NA
NA,0.724705208,0.484639976
Gm10302,3.828329659,NA
Ighv1-78,-0.385142708,0.858346529
Samd11,-0.585855983,0.458993029
Gm11168,7.782507931,0.01235412
Ighv1-19,-0.139724963,0.896090773
Igkv12-44,-0.735554895,0.338247116
Gm8104,1.101515193,NA
Ighv1-77,0.046376835,0.969014222
Moap1,-0.969734653,0.207131691
Ighv9-3,0.225273974,0.900797959
Ighv2-2,-0.614270625,0.366682353
Cdkn2d,0.092517947,0.866346161
Gm6919,1.360794372,0.398875262
Gm10721,7.40975145,0.009836585
Gm4617,0.335942275,0.620321902
Prickle4,-0.873959583,0.631061282
Gm10097,0.486525144,0.645901731
Gm2956,3.194020538,NA
Ighv1-71,2.539914855,NA
Igkv1-132,0.017655708,0.991959035
Gm15801,1.03319744,0.427332634
Tpbgl,0.474709294,0.726895176
Gm5559,0.465445242,0.90728783
Ighv2-9,0.078131273,0.948426784
Gm904,5.79730697,0.248182881
Ighv1-63,0.766758341,0.427824407
Zfp960,-1.008980986,0.011163264
Igkv3-4,-0.148117101,0.887537955
Zfp781,0.199444222,0.95324521
Mrgpra2b,-2.276626891,0.49581234
Hmgb1-ps9,-0.681635647,0.740569516
Gm5558,-2.143365736,0.211806862
Gm17535,6.645387485,0.015217871
Lbhd1,-0.747318427,0.077494376
Gm21985,-0.827987037,0.218509054
Gm47283,-1.314235803,0.022222782
Tmem181b-ps,0.686839695,0.024439129
NA,-0.442982159,0.682668938
Ighv9-1,-1.100621201,0.211521811
NA,-0.505160748,0.574036649
Ighv2-7,2.02415181,0.408552828
Igkv4-55,2.84127681,NA
Igkv6-14,1.202971729,0.114018672
Gm8890,0.534154839,0.88220043
Gm21748,-0.87140263,0.545713622
Gm13301,4.164363977,0.102699924
Shisa8,-0.716052416,0.349793986
A730071L15Rik,1.607478339,0.151210764
Rps19-ps6,-1.2553171,0.573558355
Gm16531,2.054273132,0.010232323
